Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		480  Points		492  Points		480  Points		282  Points		142  Points		414  Points		164  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
				0.400002	1.5779	0.296521	2.2312	0.399445	1.57585	0.81915	2.13776			0.617755	1.34078	0.964779	3.68507
				0.401475	1.58323	0.2986	2.23117	0.400916	1.58122	0.821129	2.11167			0.619003	1.33823	0.968191	3.6378
				0.402953	1.5885	0.300678	2.23112	0.402392	1.58654	0.823085	2.08635			0.620249	1.33585	0.971558	3.5912
				0.404435	1.59377	0.302757	2.23109	0.403872	1.59176	0.825017	2.06179			0.621492	1.33368	0.974882	3.54531
				0.405922	1.59897	0.304836	2.23104	0.405358	1.59701	0.826927	2.03791			0.622734	1.33175	0.978164	3.50014
				0.407415	1.60413	0.306914	2.23098	0.406848	1.6022	0.828814	2.01476			0.623974	1.33001	0.981405	3.45568
				0.408912	1.60924	0.308993	2.23092	0.408343	1.60732	0.830681	1.99234			0.625212	1.32848	0.984604	3.41193
				0.410413	1.61432	0.311071	2.23088	0.409843	1.61241	0.832527	1.97055			0.626449	1.32717	0.987762	3.36892
				0.41192	1.61935	0.31315	2.23086	0.411348	1.6174	0.834353	1.94936			0.627685	1.326	0.990881	3.32661
				0.413431	1.62429	0.315228	2.23078	0.412857	1.62239	0.836159	1.92885			0.62892	1.32498	0.993961	3.28502
				0.414946	1.62921	0.317307	2.23074	0.414371	1.62738	0.837947	1.90896			0.630154	1.32417	0.997003	3.24416
				0.416466	1.63408	0.319385	2.23072	0.41589	1.63225	0.839716	1.88967			0.631388	1.32355	1.00001	3.2239
				0.417991	1.63894	0.321463	2.23068	0.417413	1.6371	0.841468	1.87095			0.632621	1.32302		
				0.41952	1.64375	0.323542	2.23065	0.41894	1.64195	0.843203	1.8528			0.633853	1.32265		
				0.421054	1.64846	0.32562	2.2306	0.420472	1.64668	0.844921	1.83519			0.635085	1.32246		
				0.422592	1.65316	0.327698	2.23054	0.422009	1.65138	0.846622	1.81807			0.636317	1.32236		
				0.424135	1.65785	0.329776	2.23051	0.423549	1.65608	0.848308	1.80153			0.637549	1.32239		
				0.425681	1.66247	0.331854	2.2305	0.425094	1.6607	0.849979	1.7855			0.638781	1.32255		
				0.427232	1.66701	0.333933	2.23045	0.426644	1.66528	0.851635	1.76993			0.640014	1.32285		
				0.428788	1.67151	0.336011	2.23039	0.428198	1.66981	0.853277	1.75483			0.641246	1.32329		
				0.430347	1.676	0.338089	2.23036	0.429755	1.6743	0.854905	1.74017			0.64248	1.32381		
				0.431911	1.68048	0.340167	2.23035	0.431317	1.67878	0.85652	1.72603			0.643713	1.32439		
				0.433479	1.68488	0.342245	2.23031	0.432884	1.68322	0.858122	1.7123			0.644947	1.32513		
				0.43505	1.6892	0.344323	2.23028	0.434454	1.68756	0.859711	1.69898			0.646182	1.32597		
				0.436626	1.69352	0.346401	2.23024	0.436028	1.6919	0.861288	1.6861			0.647418	1.32687		
				0.438206	1.69777	0.348478	2.23018	0.437607	1.69619	0.862853	1.67358			0.648655	1.32786		
